---
pid: 13044
cwd: "C:\Users\PC\Desktop\ХЗ\адекватный сайт"
command: "Set-Location \"C:\\Users\\PC\\Desktop\\ХЗ\\адекватный сайт\"; python -m http.server 5501 --bind 127.0.0.1"
started_at: 2026-06-12T06:39:03.831Z
running_for_ms: 10180000 
---
Serving HTTP on 127.0.0.1 port 5501 (http://127.0.0.1:5501/) ...
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /js/modules/stages-flip.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /js/modules/scenarios-tilt.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /js/modules/capital-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /js/modules/three-scene.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /index.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /assets/images/photos/taty-2.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /assets/images/photos/taty-1.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /js/modules/hero.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /js/modules/marquee.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /js/modules/home-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /js/modules/home-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:47] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:50] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:50] "GET /assets/images/photos/hub-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:50] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:50] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:50] "GET /assets/images/photos/hub-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:50] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /reviews.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /js/reviews.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /js/modules/reviews-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /js/modules/multi-step-form.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /js/modules/contact-channels.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /assets/images/photos/hero-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /assets/images/diplomas/diploma-1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /assets/images/diplomas/diploma-2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /assets/images/diplomas/diploma-3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:29] "GET /assets/images/diplomas/diploma-4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:35] "GET /services.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:32:35] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:35] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:35] "GET /js/modules/services-cinematic.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:32:35] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:38] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:38] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:32:38] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /services.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/15-reveal.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /css/17-services-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /js/modules/services-render.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /js/modules/services-cinematic.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:54] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:57] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:57] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:35:57] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /services.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/01-variables.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/02-base.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/04-cursor.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/05-navigation.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/07-marquee.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/08-footer.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/15-reveal.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /css/17-services-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /js/modules/cursor.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /js/modules/navigation.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /js/modules/services-render.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /js/modules/services-cinematic.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /js/modules/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:19] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:21] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:21] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:37:21] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /js/modules/services-cinematic.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:18] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:21] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:21] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:39:21] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/12-home.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /js/modules/services-cinematic.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:45] "GET /data/content.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:43:48] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:48] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:43:48] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /about.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /js/about.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /css/01-variables.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /css/02-base.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /css/04-cursor.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /css/05-navigation.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /css/07-marquee.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /css/08-footer.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /js/modules/cursor.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /js/modules/dual-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /js/modules/navigation.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /js/modules/terminal-table.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /js/modules/lightbox-spring.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /js/modules/about-deep.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /js/modules/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /assets/images/photos/taty-2.jpeg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:44:07] "GET /assets/images/photos/taty-1.jpeg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:44:18] "GET /assets/images/diplomas/diploma-1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:18] "GET /assets/images/diplomas/diploma-2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:18] "GET /assets/images/diplomas/diploma-3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:44:18] "GET /assets/images/diplomas/diploma-4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:46:19] "GET /about.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:46:19] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:46:19] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:46:19] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:46:19] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:46:19] "GET /css/15-reveal.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:46:19] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:46:19] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /about.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /js/about.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /css/16-about-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /css/15-reveal.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /assets/images/photos/taty-1.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /js/modules/lightbox-spring.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /js/modules/reveal.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:11] "GET /js/modules/about-deep.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:12] "GET /assets/images/photos/taty-2.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /about.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /js/about.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /js/modules/about-deep.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:38] "GET /js/modules/reveal.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /js/app.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /js/modules/hero.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /js/modules/marquee.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /js/modules/home-render.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /js/modules/home-scroll.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /js/modules/reveal.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:47] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:50] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:50] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:50] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:50] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:50] "GET /assets/images/photos/hub-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:50] "GET /assets/images/photos/hub-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:56] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:56] "GET /js/services.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:56] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:56] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:56] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:56] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:48:56] "GET /js/modules/services-cinematic.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:48:56] "GET /js/modules/reveal.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /capital.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /js/capital.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /js/modules/stages-flip.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /js/modules/scenarios-tilt.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /js/modules/capital-scroll.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /js/modules/three-scene.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /js/modules/reveal.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:22] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /reviews.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /js/reviews.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /js/modules/reviews-render.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /js/modules/multi-step-form.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /js/modules/contact-channels.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /js/modules/reveal.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:49:33] "GET /assets/images/photos/hero-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET /assets/images/photos/taty-2.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET /js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET /css/01-variables.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET /css/02-base.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 15:03:21] "GET /css/04-cursor.css HTTP/1.1" 304 -
